fecha,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,wave
2020-05-13,7.351608403727339,14.74166241591983,65.5389361654826,96.57280425117722,142.0907486372831,142.14820167173986,96.08307869051488,81.2063990820268,239.100580040409,wave_1
2020-05-14,8.301110625003664,14.873289138904061,65.54460030342854,95.616694342142,141.82567751734516,141.94879674715307,96.30389230361341,79.72542377963948,228.9673681546889,wave_1
2020-05-15,8.971053543754882,14.959441308021072,66.85992586609513,96.47520851264343,141.24853895624386,142.1225697153446,95.67177566846962,77.11418406996226,219.48596130359905,wave_1
2020-05-16,9.854003307255391,16.015418151130845,68.02284885136743,98.57396986843568,141.61189766643724,142.37964561457557,93.45848193801726,74.33475979841296,210.634768507948,wave_1
2020-05-17,10.055141109463392,16.3273253726357,65.63211675197043,95.2193961581068,134.65435991786222,135.30892065804107,87.9026569994408,69.33383732016529,194.06813961194672,wave_1
2020-05-18,9.709664142594772,15.93604083048349,61.16262936831362,88.7284112789095,124.71868334965453,123.05348317821706,80.5885507401246,63.640286835126574,174.758489816012,wave_1
2020-05-19,10.512123227781686,15.3284367187272,58.753924263014476,85.3282361222465,118.20153021344872,115.85328621329863,75.95889654537982,60.224155696006505,161.30049237629936,wave_1
2020-05-20,11.029149240091446,16.02867544646584,60.44839445058443,84.88798442195203,118.29794071942209,116.13088960555514,73.596795031386,57.98628106874387,152.58476480224923,wave_1
2020-05-21,11.623456098427155,17.284209637478234,62.156058995397785,85.61932740945065,118.41175218519075,119.55207057082814,73.78753957865587,57.460043397284664,145.2260369649839,wave_1
2020-05-22,11.884328077411533,18.963095997040284,64.99031637873748,87.77716660197319,120.68042638221475,123.32687355485446,73.9678459034881,56.80800938116548,139.73100894509628,wave_1
2020-05-23,12.518644735408493,20.920152321720607,68.42621013876459,89.66887789438367,122.96333820176963,126.2395825152782,74.89435688767158,59.014250165818204,137.14761483619415,wave_1
2020-05-24,12.380403495456274,21.349393355903626,66.84596587956906,86.03513779454738,118.32153725340358,120.75933317504288,72.3319010190026,57.340181493984495,130.34903140952952,wave_1
2020-05-25,11.630090184385741,20.393770878904128,63.573236857436584,80.65258733868687,109.99117068272345,113.20816401844431,67.38655489364726,53.89639964861243,120.62903761168795,wave_1
2020-05-26,11.571157578408505,20.19437076814301,60.47336972722997,77.26559546325124,105.21283583227255,107.61113397220345,64.58774655994851,51.511609854830894,114.25417634808714,wave_1
2020-05-27,11.326390128412623,20.110729720611154,59.71970492744553,77.92654727233864,103.65957443065926,105.66415031367414,64.5494870795571,51.049971187871655,113.05068998529374,wave_1
2020-05-28,11.862705067255588,20.00158041341341,60.32673723884045,79.08441032866672,102.23846727669924,104.97350674762838,64.37357679289366,50.52380995456292,110.66125645777988,wave_1
2020-05-29,12.606154563468046,20.36864000892216,61.46590109342237,80.26829196846674,103.7608519569668,105.32722841278117,64.86036254055381,49.45914769303107,109.89470050399152,wave_1
2020-05-30,14.221061785146139,22.285558851857864,63.00952937254659,82.0504133610191,106.70367302013096,106.2697785854975,66.47444393127834,49.49494276400065,110.05911652878451,wave_1
2020-05-31,14.496067769341026,22.36144439504545,61.566626668721305,79.56683103198344,102.67662295574125,101.06812098246098,64.46421499924917,47.08196526215799,105.20088442056039,wave_1
2020-06-01,14.192866440186464,21.522208701074796,58.190106757939475,74.8266220072578,95.94433277578884,93.39561935482891,60.36091335728706,43.679698846235574,97.53550004926578,wave_1
2020-06-02,13.491703529363472,20.456152694572555,54.124419696842345,70.81361556938111,90.54109176818582,88.13241362623305,57.03361013606133,40.79055825715773,90.67825866146039,wave_1
2020-06-03,13.234745997921095,20.60702842662492,52.07092188913938,67.70738227529168,88.85703179849695,84.3617214694683,55.434019724923346,39.16507678681708,83.83295156847437,wave_1
2020-06-04,12.905602601272063,21.21883193956196,50.801876944203116,67.10067393939282,90.15529224180153,82.29294849340774,55.179907909692346,40.084348889481056,82.0559008605569,wave_1
2020-06-05,12.636925952341196,22.064191122586195,51.822407770276634,66.92976727742551,91.881121254507,82.07519278938989,54.636698953720035,40.35464652112716,79.71208216889028,wave_1
